ZCTA,total_arrests,felonies,misdemeanors,violations,AMERICAN INDIAN/ALASKAN NATIVE,ASIAN / PACIFIC ISLANDER,BLACK,BLACK HISPANIC,UNKNOWN,WHITE,WHITE HISPANIC,total_pop,white_count,black_count,native_count,asian_count,hispanic_count,median_income,below_poverty,pct_white,pct_black,pct_native,pct_asian,pct_hispanic,arrest_rate_per_1000,HISPANIC_ARRESTS,black_arrest_rate_per_1000,white_arrest_rate_per_1000,asian_pacific_islander_arrest_rate_per_1000,american_indian/alaskan_native_arrest_rate_per_1000,hispanic_arrest_rate_per_1000
10012,735,218,513,3,4,32,302,79,10,175,133,21846.0,14392.0,646.0,0.0,3780.0,2300.0,130938.0,2299.0,0.6587933717843083,0.0295706307790899,0.0,0.1730293875308981,0.1052824315664194,33.64460313100796,212,467.4922600619195,12.15953307392996,8.465608465608467,,92.17391304347827
10013,2556,1399,1088,3,4,200,1185,180,31,382,574,28215.0,14970.0,915.0,14.0,8621.0,2189.0,159474.0,2609.0,0.53056884635832,0.0324295587453482,0.0004961899698741,0.3055466950203792,0.0775828460038986,90.59011164274322,754,1295.081967213115,25.517702070808284,23.199164830066117,285.7142857142857,344.4495203289173
10014,1194,672,515,3,13,67,596,84,8,221,205,29772.0,23303.0,907.0,39.0,1503.0,3223.0,167254.0,1896.0,0.7827153029692329,0.0304648663173451,0.001309955663039,0.0504836759371221,0.1082560795378207,40.10479645304313,289,657.1113561190739,9.48375745612153,44.57751164337991,333.3333333333333,89.66801116971764
10016,641,222,410,4,5,34,313,67,3,76,143,54297.0,31995.0,2339.0,47.0,10788.0,6161.0,153065.0,5180.0,0.5892590750870214,0.0430778864393981,0.0008656095180212,0.1986850102215592,0.1134685157559349,11.805440447906882,210,133.8178708849936,2.3753711517424594,3.1516499814608823,106.38297872340425,34.08537575068982
10017,416,137,276,2,3,16,195,17,5,65,115,14985.0,9845.0,491.0,20.0,2736.0,637.0,132518.0,1522.0,0.6569903236569903,0.0327660994327661,0.0013346680013346,0.1825825825825826,0.0425091758425091,27.761094427761094,132,397.1486761710794,6.602336211274759,5.847953216374268,150.0,207.22135007849295
10018,1274,611,659,2,5,47,701,72,14,161,274,8764.0,3682.0,870.0,179.0,2272.0,1290.0,133042.0,1434.0,0.4201277955271565,0.0992697398448197,0.0204244637151985,0.2592423550890004,0.1471930625285258,145.36741214057508,346,805.7471264367816,43.72623574144487,20.68661971830986,27.932960893854748,268.2170542635659
10019,1770,726,1032,1,6,68,807,136,30,259,464,44276.0,24534.0,2157.0,0.0,8084.0,7360.0,121835.0,4682.0,0.5541150962146535,0.0487171379528412,0.0,0.1825819857259011,0.1662300117445117,39.97651097660132,600,374.13073713490957,10.556778348414445,8.411677387431965,,81.52173913043478
10020,36,13,23,0,0,0,25,1,0,4,6,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,0.0,,,,,,inf,7,,,,,
10021,291,51,228,1,1,5,90,26,4,60,105,39479.0,31455.0,232.0,0.0,3871.0,2633.0,156712.0,1941.0,0.7967527039691988,0.0058765419590161,0.0,0.098052128979964,0.0666936852503862,7.371007371007371,131,387.9310344827586,1.9074868860276586,1.2916559028674761,,49.75313330801367
10022,661,300,352,2,3,28,255,66,7,162,140,34340.0,25146.0,640.0,21.0,4026.0,2769.0,171038.0,2265.0,0.7322655794991264,0.0186371578334304,0.0006115317414094,0.1172393709959231,0.0806348281887012,19.248689574839837,206,398.4375,6.442376521116679,6.954793840039741,142.85714285714286,74.39508847959553
10023,643,163,470,8,0,19,322,68,10,88,136,67468.0,44126.0,2773.0,8.0,10924.0,6656.0,157866.0,5658.0,0.6540285765103456,0.0411009663840635,0.0001185747317246,0.1619137961700361,0.098654176794925,9.530444062370309,204,116.11972592859719,1.99428908126728,1.739289637495423,0.0,30.64903846153846
10024,663,357,302,0,10,27,309,78,14,88,137,62576.0,49705.0,1868.0,30.0,2973.0,5600.0,182614.0,4788.0,0.7943141140373307,0.0298517003323958,0.0004794170288928,0.047510227563283,0.0894911787266683,10.595116338532344,215,165.41755888650962,1.770445629212353,9.081735620585267,333.3333333333333,38.392857142857146
10025,1650,533,1106,6,12,22,861,194,11,166,384,93223.0,49932.0,8894.0,65.0,9381.0,20965.0,109195.0,13351.0,0.5356188923334371,0.0954056402389968,0.0006972528238739,0.1006296729347907,0.2248908531156474,17.699494759876856,578,96.80683606926017,3.324521349034687,2.3451657605798957,184.6153846153846,27.569759122346767
10026,616,343,267,3,1,8,484,37,4,20,62,37113.0,9260.0,16884.0,22.0,2324.0,6624.0,74140.0,6551.0,0.2495082585616899,0.454934928461725,0.0005927841996066,0.0626195672675342,0.1784819335542801,16.597957588984993,99,28.66619284529732,2.1598272138228944,3.442340791738382,45.45454545454545,14.945652173913045
10027,2697,1198,1490,6,6,36,1727,281,41,115,491,65068.0,17622.0,21729.0,164.0,6647.0,15470.0,64220.0,13545.0,0.2708243683531075,0.3339429519886887,0.0025204401549148,0.1021546689617016,0.2377512755886149,41.44894571832544,772,79.4790372313498,6.525933492225627,5.415977132540996,36.58536585365854,49.903038138332256
10028,439,149,288,1,0,12,177,46,1,76,127,45679.0,37365.0,722.0,0.0,3177.0,2780.0,168125.0,2299.0,0.8179907616191248,0.0158059502178243,0.0,0.069550559337989,0.0608594759079664,9.610543137984632,173,245.1523545706371,2.0339890271644587,3.7771482530689333,,62.23021582733813
10029,2272,968,1295,3,6,22,1114,251,33,107,739,74848.0,10493.0,20782.0,32.0,8883.0,31403.0,38308.0,22134.0,0.1401907866609662,0.2776560495938435,0.0004275331338178,0.1186805258657546,0.4195569687900812,30.354852501068834,990,53.60408045423925,10.197274373391785,2.476640774513115,187.5,31.52565041556539
